user_id,user_name,review_id
"AF3JE3MHGVCOATHASUTMN3VGF3UQ,AEDSNOOD2D6SJAET2BTNBHLV2SSA,AGGTMAPT4WBWP2C62I6CGW22QNCA,AGC6NVLEXXVXAOMXP46RL2622EBA,AFMZPE7XRDTD4DOUAAMZOME6HG7A,AFOTHR4JPCQC4JXBR3WV4C6T5XHQ,AHHA3DXLSJ3LS57KWW56FPPV4OKA,AEJMCBDH3VXRL4SPYOC23J4OG6OA","Ranjitha Parida,Shubham Pawar,Arul,Lokesh K V,Nandita Talukdar,Sushma Pradhan,Vaibhav S,Amazon Customer","R3B5HP4PJ8JIOG,R2NS7Z2XUJL73H,R3DLYP0JW3PWDP,R3HWHOM95KCAZV,R2EVYBZOHRZ8NQ,R2U4UV55GHL0AB,R1MXAL2G4J2CB4,R2E6IQWP86JIVZ"
"AHPYDFW6Y3FIQGD2RJPBFF5QNVRQ,AG7DTVYZDY2NWU6V2G4KSIB67TDA,AHNQJPSI4I23HHMRHCCCI7QOBK7A,AHPOQQONRLZMHYLDKYP5SQOKRIEA,AGDD5ACY3AGTMTVBQOC3DMUR6REA,AFZV4ISJSNGDUD5TU3VYMTYQ5JGA,AGKPRGZCV5XK7ZNVLQWUGRB6CVVQ,AE7DX25DQCE7MXLEASO6I3YLWHRQ","AV,Mathan kumar,Amol Manjrekar,Suraj_nirmalkar,ASIF ANSARI,Jugalkishor yadav,Chinmayee Ninawe,Samba Shiva","R3EKLFGQGV02SG,R23WEMNZK46UV3,R1G2C7XV8CAM7W,R1O1T0NB6M5CU4,RY95PJLUIT03E,R2HMI9LDLJ1S2Y,R216CF66UYJR2A,R1XD0A6A2KGJZ6"
"AFLMOZFV4PMKSM3JHJ7ITUT6OVBA,AE2TS2DBYLAJ5WY6FFWFNXFY24SQ","Goutham Giridhar Kamath,Antara M.","R1X7186WUECR3,RIXG2KYOQHKVB"
"AFBVVELP4GVFVUNT2JCI5JHVGRWQ,AGN6VHI3RRN2EETVG2K6AU54UJ2Q,AEGXNXBUADLS35GCQLX7K5EIFU2A,AGRLRL4UJ4K36QPX6NY4X5ZETZEA,AFB7KATBZJ56CDSFNRN5GVI5WLWA,AEQLEDKX266NBPOVEJSVR35XNFYA,AH4EQ3AD64V4T45VEG3L4LK7IGQA,AH4EGLGTSXX4GYBAOERNBPVIKD6A","Andy,Deepak Karki,B J SHIVA SHANKAR,Shakil A.,Vikas Jeughale,Priti raut,Vikas,Amit T.","R2LYKHFGZWSYDL,R2LAYGYWWKW3YG,RAG4DPQGRW30H,RY14T5VSHXOVL,R32YZCYBC5ZRV5,R1DMAEV6DQYUOD,RNR9AZJON6EHU,R2NUKH8120XBX1"
"AHTVBHRLCBX5E5GBPONFYZLCNBGQ,AEXRBZRUCAA7B3P4I2W344GKKEKQ,AGCRWVPOVID3SCYSXUIFZNEVZ5KQ,AFLG2PW5COQFF4ALCTWAHMWQ5XBQ,AGTYNRS4BMV64TFKAWN5BGOC3RLQ,AH4SGJXQP3YL7ZSOBVDVA6EF6NNQ,AEE6GBKI25S2XX77PN4SZTH7KWTQ,AFQREO7QQWGS5QZYY2VUNQKV5VPA","Shekhar Badola,Pravin,Kishor,Ananta Bhaskar Somawanshi,Anonymous,Jyothi,Rishi,Amazon Customer","R3BGA0IR8XWNFF,R1Z9SVTENNC9JG,RE5OA1UZUJM9W,R285X2YEP7XRRW,R1ENCB49VUPLIC,R23RJUU2U87L75,RM2L3W83I8OIA,R6BV56BS9PVP9"
"AGKL2QQZYTI6LCC4CDJEGIV3EDUQ,AGFI73CMZKYLOYXJFEQBOGGVTTMA,AELXR5NQFM7D6VMAQLQ75LZKBRQA,AEOFVQUVTVP7AU7TM7IZBXJC3NOA,AHG33QRWJPAIDBY3URAHOVO67T5A,AEWCPYNJLQRK7UW54HDWPA45R6SA,AHLDP6L4GQIF7MJWWMNALXNQXYEQ,AG5TXJG5DJ554EJX2GMQL67ZCP2Q","Soumendra Pattanayak,Kumar.katukuri,RAJULAPATI MARUTHI VARA PRASAD RAO,Souvik,Mahendran G,It's Me Swaraj ...,Vijay prajapati,Dewang","R33U0ERE0GVMNJ,R1CQTXZAM4625F,R1YR920UPA7YH0,ROOP0SB30EBY3,R32BCBNUXTRTEL,R11PB4N9WB3VCS,RQ5FP6ADSIS6O,R91WZEICT9YIM"
"AE5X7F5K6HASKKQZGUJEF3VZFRRQ,AEKVSWRDHUU76ES43EFWKAWTDYGQ,AF2CYQ4QUO4JYJDIRRB5R3YZHYCA,AGXAFZHSGPYKI3IF3CUMM3FKCT3A,AF5H5CZXXSPIJL6A7CRZRJQPMJWQ,AFMFLXBICTWGULWCOSXF6BRBQCNQ,AHUVRK6VJOSRKW2RAD6PXS4YVCUA,AGP365OHRJ23BJZKPU3GJ7NVQHVA","pawhnai,Santosh Kumar,Dhruv Shah,Rajeev K.,Dev agarwal,VISHAL KHOKHAR,sreehari,Subash Panda","RLCW4ACH6TGM7,RS7QQ6IPVH0ZK,R1DN62U7XKE8ZR,R2OIY1BC4689L3,R1WK9XGOKLW4ZN,R2K4PQ80K8G5PO,R9R2RIKI1CO8Z,RHAN9P6JJBKA5"
"AGAELRYPMTG5SADZPDYB343EASAA,AGFN4JODOM2NTFCJQOHDBQLVDJTQ,AG7EZVSAXIVGMNDLSA55K7URQCJA,AGGF75HIEMB67OU7J3RDALBSUKQQ,AHY5CI4SU6JBYPIZ5RLAGO6W3F4A,AE4KODNBVTDCZWZO4HZM4GTRERPA,AH6HFHSYOY2OHMODD7244DHG7FUQ,AHRW5JERWYAJCZO65PDKZSOEPR6Q","Satheesh Kadiam,Pritom Chakraborty,Vishwa,Simranpreet Singh,Saptarshi,Amazon Customer,D.RAGHUL,Dharmendra kumar","R2K5OD0MEEBTDL,RS1N6TNO33BOK,R6KWBGOKI1N9Y,R30SKUMYLSXXDN,R1EOYHZWCRSV7B,R13JBDK4SAAYFT,RJOU5K9ECNW7Y,R2APPRANV6IERZ"
"AF4MVO4JNFDEPWFKZO62OAJKRIWA,AHVPAXEWPATRASBKHOBI2I3VRLGQ,AE47PRQCNT3YFSESBLAJOH6MSCFA,AGUOSXCR3PDNC2K4X7O7QNRGPAWQ,AH5L6KKTP5ZQSN6GVQB4ZGXOM2DA,AEP5OZFTG32NCC34GCOBFO24W6RA,AEQXLMRCT4ZS65M3ST5YV6AOZG7Q,AHZXKAGAJPIMZJD5XJ5QUIYR3ORA","tarun kumar,mahesh radheshyam tawari,Blackspade,Manoj Kumar,Kartik Sharma,Placeholder,Arun,Yuvashree","R2DD2M5YARW7R2,R2M9ZYNGGV1ZLN,RNWNTRNLSJWSB,R3BJBPNI2XP8HF,RI1FLXH6TFEAJ,R172WRCQLOW97V,R3721R2I1BFETF,R2DH3Z46FTCXQ8"
"AHWRZWPCTG6ICA7WTNLNNZXWFI5Q,AF2AASVYVSROFD7FXA6EFDS6N2LA,AG6YHIDBTRF4SWXLDWRVMRS56AMQ,AHELRKIGSIPF5VMAGPCPAUJYKOLQ,AH7HRG7P5VGMMU4PN7CEDU74Y2AA,AGPO4HV54G5JLGEZYJJ7NC63V6BQ,AHIMX6EL6H3CLBEVJCWLIQHSAA3A,AEITUHHOUWUNZPQDSHA2ZWQGJUMQ","siddharth patnaik,Dr Sunilkumar H,Krishna,K. S. Rao,vinayp,indhu,Jogi,DRISHTI VASHISTH GUPTA","R27MK332LTT5KS,R2TN6LNGD4FLYB,RVZJOLWLG5JZ9,R32Y3RXFGS0N8S,R1WG388SX6A8SS,R3FCO1GKVP9JHZ,REQQ0KOQUU7N5,RB48XNZD8P2Q4"
"AGRV2QBB6JEZZOFFU2SXQ6MD4FKQ,AE63YMXM3DHXLPTNVJHJ52BUA4KA,AGVIZXWQFUOANBYPMIQ6GY5XG2SA,AFOEZACEOW6XEVSVUCJEGHS6U2KQ,AE5JZKPJIR4HTZPWNC6ZPYMMGNBA,AHDF7YP2MU5KXG43ZVYWMMQNHJMQ,AEHGQC3G6B3IWI6OD7AGD353D6ZQ,AG44OTCJB3ZNRPLXK2KTM3R4RGRQ","Bhathresh,Rohit Bhambhani,Amazon Customer,NAVEEN G.,Yash,Ravi Prakash Jha,Abakash Nayak,Anil","R3LPK5GH31P4HW,R3E0GB12MWJZZX,R2CLET51I4B6OT,RHAXM6WBH7UXK,R192P7ADK9SGET,R1F57B71LOMGVR,R1TJUP2ZEUKJZF,R2QWZND34KWAUL"
"AE3SQVHSPJCIM3FT4MYLZOLX2ZSA,AGVJFS4QXURZUT34VBLXILIVA64A,AEC3CTKKV26PO32KOGUKKABJ4OAA,AFWLMSZPLJIABG6W6IFSFLEVHETA,AGZGIO6G2BKPLG4SN6O4ZRQOA54Q,AH3NLKVBUDIHF6LUVBM3CJI4WFXQ,AH43NCUTAEIE2WGCFN3DV6PM5LTQ,AE4CJM43GFS4KYQVZRKJSGM5MIPA","Syed Musaddiq Shazeb,Amazon Customer,Khushi singh,Mayur Pradhanadhan.,Anonymous,Sujeet Chandra patel,AARYAN,Chirojit","R2KLBZ0I1OK6U2,R38C18O8S9O2LM,R1PAUHTSKMIAIB,REREHUV2GTGYO,R2OJMVW8WOYD0M,R1S9ULEQ5XTNFO,R1Y6IA0PNODPA,RHMI8LH34RDXN"
"AHPK4PXDZS4FBECPMPFQOZRLDPAA,AFDZPGN3IBUCVS4QG4U5YCG4QZMA,AGXRKO2ZS34CPIT4HVKL4ZVP7UMA,AGAYLHB4FT5IE4A5NXOCGX6VDWUQ,AHXFVLYGYVEDJD4JY35L425PK5YQ,AHTHZGMRK6ZMTCCPSKOGS7GTFGPA,AFNZPK76SJ4OIOZUZPZUKEDOMJQA,AHDSEBUBYJQEKVHY277BC2ZKYPYA","Chinmoy Saikia,Zuber mutvalli,PARTHA,Bangre M,arjun Roy,dilip,praneet arora,Niraj Jain","RU8SZ6NFWFYV6,R1GQJT5423OND1,R2OJEFG3PL2ZVW,R31P2Q316FHLME,R1JH7M7L4615A2,R2851K7A34YYHT,R22I6M8QU55OWI,R2NCEGPNATUEXJ"
"AEREO7C5GLYYYV6YXK7X4UCCQTJQ,AHWISRUJUCJG6UH4FFVSPKDJS2BQ,AFIKGABHNR4JSITY4CNM6TMO54EA,AHTWYLMZUCB6QUCNPXWZ2PCKDGRQ,AGBIS5BRLLI652XO3V53YOJMZXXA,AFUT3A3MXCM4JN4XUGMFUMFDBACQ,AHNV3R7QZYE5QVEV7QEEBFO37HTA,AGSZW5C5GBRQXPA2MZ5XNZ7LCRQA","ASR,Amazon user,Rama Rao,Vinay,ANIKET,NAGA SHANKAR.K,pawan k.,Ravi","R128LZ0DN2NZBZ,R3LFQ7EDHZ6DKM,RUSJFUV64DPWM,RHNVN7WEES6ZV,R3LHNY1FJU5Z62,RYD25TMDIWVXF,R22G4CIX0JF8CT,R3KZ4E667WBY58"
"AENDUJB5OZB6K4DYJJ6JCWFTSRCQ,AHRWY7ICLIT3SPBQFPD7V7C7NJDQ,AFSTHMXFUDYHM43NKFYVF5TM2DDA,AGVOU7UYLUAX4S7LCOYNNEXUCD3Q,AHARTLP3RPKXFY37PX5Z5T4JHUEQ,AHJQYBWVOKGBO6SND232KLREKCSA,AHJYRK56SVRBAQZMLOZWPBQU2FFQ,AF5ORZNIXXXLMFXXPZYZLTGPTQAA","Diamond heart,Amazon Customer,Pritish Biswas,Sriram Ramanathan,Srinivasan Subramanian,zubair,Amazon Customer,Amit Chotrani","R3TQ32UCRS81WR,R2QPXXMX0YH89H,R2NBUIKICW6ASD,R3KIQZ1W9FWK3P,R1R9QY3F8M6CXP,R2DNZV0AH311P1,R2ZAGKBTL8IEMI,RGMYTIRB3LWEA"
"AHDANFLZ6CRP3NUAFEG5KMPPZOFQ,AGP2HWARZOUPA3CD452G55XDOVCA,AFIXXDE6EGSPL7Z3V2HM2ONLKILQ,AHHC4X3NGUIXBDLGBNSGVCEBBWXA,AFMR2SQ4JJENHHZXWTUYOXFAFBDA,AFSN7XEYM3FYLA553HWSFJIWXNLQ,AFBFWTKCL3QGM752HHFGURNACKNA,AFH5MQTFGQYYKITYYBH5CFON3PEQ","Isfahan A,Anurag,Bhushan,Siddhesh Yadab,Rakesh,Sai,V S GUPTESWAR RAO,Amazon Customer","R2MHX3EGIJVMNQ,R1FHCHWONZZ0YJ,R216RLQKYB7TWS,R1LN12XSMIYTOW,R1TG4AO6RXHQNZ,R1FCJNCO47BBLU,REHOKLPMH5R8P,R34LHGI3NRQ0Y2"
"AGAELRYPMTG5SADZPDYB343EASAA,AGFN4JODOM2NTFCJQOHDBQLVDJTQ,AG7EZVSAXIVGMNDLSA55K7URQCJA,AGGF75HIEMB67OU7J3RDALBSUKQQ,AHY5CI4SU6JBYPIZ5RLAGO6W3F4A,AE4KODNBVTDCZWZO4HZM4GTRERPA,AH6HFHSYOY2OHMODD7244DHG7FUQ,AHRW5JERWYAJCZO65PDKZSOEPR6Q","Satheesh Kadiam,Pritom Chakraborty,Vishwa,Simranpreet Singh,Saptarshi,Amazon Customer,D.RAGHUL,Dharmendra kumar","R2K5OD0MEEBTDL,RS1N6TNO33BOK,R6KWBGOKI1N9Y,R30SKUMYLSXXDN,R1EOYHZWCRSV7B,R13JBDK4SAAYFT,RJOU5K9ECNW7Y,R2APPRANV6IERZ"
"AHLYJKN3B45FGUXNLI7HBJRMQXBA,AGU3XNDQ5OIFEYL6W7FGAB4QNOPA,AFQQLWLDOYRTQWZETYX6CFXNEOJQ,AGJLSJO25FNAPTAMQITAMV2DTV7A,AGFXSW2YQHNS2ZPAMQHQLDH5QBZQ,AFNQRKRC76QTV3ANYGVIX3WGB7AQ,AGJU6F3B6JF6P3W5KKTWBRLGQFRA","Dinesh Kumar,Saurabh,BIDESH PATRA,Prateek H,SHREYANSH KAPADIA,Vinayak joshi,Zarafatima","RB90KDMXOCCPZ,R1OARKAJGLAKQ4,R1N33NHFCLHH1Z,R3JL5MHXQ8MCFN,R38ZGFRJN3GTNB,R1VN3PBKU8OEGA,R27ULMSJKIY5YD"
"AHJJY3GFDJFTDTX5536IMIXVNCNQ,AEYIVONPYGGVCE7K4Y3PNQPKVHSQ","Atulya Sinha,SujayZâ„¢ï¸â˜‘ï¸","R36UIGIQWYOKT,RISUCL5YV9EZN"
"AF535RV7I3GDWBJZWB7HOLHYAUFA,AENGUPOM2EDK3DTX7BZUWYKZIDJA,AFDSO2WPP2FVD5GLVREORVV23VNA,AG36G3XPHERLKRDG7XYQ2IWJWPIQ,AFZYCNGGJWPEVKRYOBQCJFBFPF2A,AFRJUP6OCPKPDASMS3ZF4CXWXCXA,AEW2RGBB7GXPNUGFBMKMK4OKGE7Q,AEGZCGGDNS4ZRNPG3CDULRVB5Z5A","Rohan Kumar Gupta,Harshal Jadhav,Banishree b.,Amrut K.,Surajit,Rahul,Vishal,Jai kumar","R34U56TMQL8B9J,R2SPWOVTNO9SQP,R1D39QP2DCGN5D,RP84GJ5M88XI,R16V2OB7NBKY0L,R22NOAMYT0PYEE,R1QAI2QLFV2ST1,RMXN9V3YLV8Q9"
"AFZRJWGYUFNULZQLL27PLZYMTYFA,AELUUSXPQUT3DD5LODET67QZYXVQ,AHN5GP2G4PSPXMVTCK3D7FJSUMFQ,AHXQK2APPFORQPV6E43FW2W6DVVQ,AGH3POHLPXABF3I4ASSGTRXAUPPA,AGUKWQ7OYGHXWZQYRBDSP2V77KDQ,AGRFG6LVUVOX5TDHEZULKHHKYK3Q,AGXBRUP77BK42TS3EE7MPBX2OBXQ","RAMKISAN,Pawan Kumar yadav,Nikhil,Drew Arsenic,nisar,kanishk,Amazon Customer,Kulveer Singh","R83JPRO9V52P,R3UTU1ETF9YL12,RSOL1K3LF3E2I,R377A8K2HZUIKP,R34U15DVK45JC1,RAI2NHXM94X69,R3IW1BTNA6GQJ4,R1VS6ME7USZQ76"
"AE27UOZENYSWCQVQRRUQIV2ZM7VA,AGMYSLV6NNOAYES25JDTJPCZY47A,AFHS33MWRQGSS64EETZJGCBWXXXA,AHYXZVXUY3QTBP7IBFIUBSZVH2XQ,AH2SHWYEWDAK6A5Y2ZBEMZ2KIG3A,AEYMOGP2CYRKYZ7TIDNLGR5QPZ4Q,AGPGDCCXPI3EACMNJKBCNT57DVFA,AFPBMRYRSMD3PP3CBKLFF7EKOCXA","virender malhotra,Vikas kabra,Das,Naveen,Amazon Customer,Adv. Manish kotwani,Vinod Jadhao,Priti tijare","R1BFOK13WV2QLM,R3H97FN1H50F7F,R1IY2IDRUJX5O5,R1N5UJPJ5YGBU5,R3BZ3W2KH0X1DQ,R3GPO2WYK6ABG,RCMFGYS1T27LL,R1D5OAMYO4526T"
"AHCZZTKJ5WN7WJSQU3HWL2LK6XQA,AE6OITGK4Q3JK2PM6CA7Q5YVED6Q,AFPXC62PG7UC6DQ7WET3HSXJQ5XA,AG2KPNJXAZXHKWUMAM3PTCO4T7RA,AFLB34EOC2F37MXTUPWYAUBFLXKQ,AGFSZ3NBVGWR5NBRNYIEBHLMSZGQ,AGQ3O74IZOTXX6NCRGUU5SSCAHVQ,AG62MXMQ7L2PI4B757FPQYANBH6Q","Chyanika,Suprit Sagar,Jindal,Kiran Kumar,K. prasanthkumar,Joney aheibam,Anand,Baby","R1Z1YO987IN6WA,RRW1QA494UE5V,R14EM7EM0MGBC5,RLPQ6DDNYDH9F,R1NX8T5TN04CZ1,R135SE2MJDL8AY,R2GLOHTJX5OYOQ,R3TYVHL507XB76"
"AGKL2QQZYTI6LCC4CDJEGIV3EDUQ,AGFI73CMZKYLOYXJFEQBOGGVTTMA,AELXR5NQFM7D6VMAQLQ75LZKBRQA,AEOFVQUVTVP7AU7TM7IZBXJC3NOA,AHG33QRWJPAIDBY3URAHOVO67T5A,AEWCPYNJLQRK7UW54HDWPA45R6SA,AHLDP6L4GQIF7MJWWMNALXNQXYEQ,AG5TXJG5DJ554EJX2GMQL67ZCP2Q","Soumendra Pattanayak,Kumar.katukuri,RAJULAPATI MARUTHI VARA PRASAD RAO,Souvik,Mahendran G,It's Me Swaraj ...,Vijay prajapati,Dewang","R33U0ERE0GVMNJ,R1CQTXZAM4625F,R1YR920UPA7YH0,ROOP0SB30EBY3,R32BCBNUXTRTEL,R11PB4N9WB3VCS,RQ5FP6ADSIS6O,R91WZEICT9YIM"
"AFAKEZV7KMVT2SGF4KYWXGQRIW4A,AE33MAZWYRVAAICGNACZAIWACK7Q,AGBITVO2DOMNZU6DB4QF2WXXELLA,AFNFUGSKHFEN7D2XJICFYQIK62VQ,AH3HGPTMWGF4FTGDEKIODKTU5RCA,AEMKH7NSGFU5YGYOC54RHG54WHXQ,AGUTBT3QDFUJECX3SI4FAX647CZA,AGZJITIDEQNYDGVCPZDNXLBYDYYA","Vikrant,Ganesh Gholap,âš¡ Pushpendra Singh Patel âš¡,Gaurav,sumegh,Jigar,Dhruba Jyoti Das,Anjeela","R3C219XKJW9GI2,R7KGIU29C0TLL,R3S0UMZSM6FNWM,R3MODCWX8MEIFI,RGLPAU9M85OBG,RBOERVXC2919N,R1EYK2W81FR1YN,R2QUFMWF2JX8KR"
"AGAELRYPMTG5SADZPDYB343EASAA,AGFN4JODOM2NTFCJQOHDBQLVDJTQ,AG7EZVSAXIVGMNDLSA55K7URQCJA,AGGF75HIEMB67OU7J3RDALBSUKQQ,AHY5CI4SU6JBYPIZ5RLAGO6W3F4A,AE4KODNBVTDCZWZO4HZM4GTRERPA,AH6HFHSYOY2OHMODD7244DHG7FUQ,AHRW5JERWYAJCZO65PDKZSOEPR6Q","Satheesh Kadiam,Pritom Chakraborty,Vishwa,Simranpreet Singh,Saptarshi,Amazon Customer,D.RAGHUL,Dharmendra kumar","R2K5OD0MEEBTDL,RS1N6TNO33BOK,R6KWBGOKI1N9Y,R30SKUMYLSXXDN,R1EOYHZWCRSV7B,R13JBDK4SAAYFT,RJOU5K9ECNW7Y,R2APPRANV6IERZ"
"AE6CROVUGPHR7BRT5JASNRWSPBVQ,AHL5MROK5N63VXVBMKVZJ3GNB7ZQ,AFPCHRP52XCWFQ625WEACPUTXO7A,AHIUG7OVT3SRXSCNUZPNKHTQH57Q,AGVPDZ73B6LF5BBIZ3YGX2WRGJ2Q,AEQEIF23AAXTOBTLBICNMLFK662A,AGDPIWXL6XEBCXAGBYTER5S2JZ4Q,AFPDHMQW4AYII5KK7CLG4MMTIAHA","archit,Arjun Sen,Divya Devkar,User,Vaishnavi Sonker,Santhosh,Sai raj,Mohammed.afsar","R1ZQQKZCCG4KD2,R1OHAWNCB4K26S,R1A7EDRAMKIXJ6,R2H3UO33625F4U,R3UX0I4P6QYZDT,R2WBZ23WWYQWIS,R2VDCJG8SCEN6I,R1NEXD5T49KYP9"
"AHPYDFW6Y3FIQGD2RJPBFF5QNVRQ,AG7DTVYZDY2NWU6V2G4KSIB67TDA,AHNQJPSI4I23HHMRHCCCI7QOBK7A,AHPOQQONRLZMHYLDKYP5SQOKRIEA,AGDD5ACY3AGTMTVBQOC3DMUR6REA,AFZV4ISJSNGDUD5TU3VYMTYQ5JGA,AGKPRGZCV5XK7ZNVLQWUGRB6CVVQ,AE7DX25DQCE7MXLEASO6I3YLWHRQ","AV,Mathan kumar,Amol Manjrekar,Suraj_nirmalkar,ASIF ANSARI,Jugalkishor yadav,Chinmayee Ninawe,Samba Shiva","R3EKLFGQGV02SG,R23WEMNZK46UV3,R1G2C7XV8CAM7W,R1O1T0NB6M5CU4,RY95PJLUIT03E,R2HMI9LDLJ1S2Y,R216CF66UYJR2A,R1XD0A6A2KGJZ6"
"AGAPGK7QBUJDHYEHVEZIJSSU6RXQ,AHIFRP4LVADODLWKJGA7DHAIPUJQ,AGB3OGP22I23IZANKYBMKYK6XQRQ,AHJ7766YC7CZ4ORPCHZLOOCANFNA,AGMV2R3JWUMMQLCUPBCLXPWI6PPQ,AHFDXAEDNPG522UV55PCCVEILKOA,AG6VORBMIHPIVWWIAD64NXGEHWAA,AEKYO3V2A6SECGKKZYSRLHFMMA6A","Dongay Rajasekhar Panda,Harshit Rajoriya,shekar,Steve F.,Daipayan Mondal,Amazon Customer,Naveen Reddy,Prabhat Singh","RWVCDTLWJRC3M,R3MJ0JMWK80XK8,R9ZFKUH0FBRMX,R21NL80UATYBKB,R1CUCX33DRNLV3,R2FI0QR1J4J704,R3RKJLBB11FNIO,R25C9QT8WYDZG9"
"AGAELRYPMTG5SADZPDYB343EASAA,AGFN4JODOM2NTFCJQOHDBQLVDJTQ,AG7EZVSAXIVGMNDLSA55K7URQCJA,AGGF75HIEMB67OU7J3RDALBSUKQQ,AHY5CI4SU6JBYPIZ5RLAGO6W3F4A,AE4KODNBVTDCZWZO4HZM4GTRERPA,AH6HFHSYOY2OHMODD7244DHG7FUQ,AHRW5JERWYAJCZO65PDKZSOEPR6Q","Satheesh Kadiam,Pritom Chakraborty,Vishwa,Simranpreet Singh,Saptarshi,Amazon Customer,D.RAGHUL,Dharmendra kumar","R2K5OD0MEEBTDL,RS1N6TNO33BOK,R6KWBGOKI1N9Y,R30SKUMYLSXXDN,R1EOYHZWCRSV7B,R13JBDK4SAAYFT,RJOU5K9ECNW7Y,R2APPRANV6IERZ"
"AFLBLMPC4WUEDUWHLHBQVY5AKH2A,AE4ZXGSA2CQOGKH3N7GS7WNS67MQ,AHIQ7HT7HDEW67HOPSLTFF2TH2BA,AFWWWV4JHTQ4PJI5WUC73YTHBQCQ,AHPI2KLLZMZK5CGEZ6ILSIA4FHJQ,AFGQKKARKUCRSUEBE2EETDPNLTEA,AGCD3EP3GKDT4URL7GHQPM4Z7DFA,AEUZZSADD4LNC6NNCPAYMKDKGUKQ","Velir,Dileep Venigalla,chakrapani p,kuldip teli,Shanky,Rama,Saurabh Srivastava,Vineeth G","R10KEMT1N336ZD,RL01KZO95GX4F,R1Q721FI3A7XLK,R34MTIAB8IHAI,R1LG1DNA516T7L,RFH8DR3A2O8BG,RFA922H587JFN,R10BFD806POSOX"
"AEJLOEHISUISLO2Z4RE2TO2V6NGA,AEJ4UYFD3M2WGB3WEQJOZ3GGJY7Q,AFJ3CVFC3MO2Z3MYQTCELWT4TTKQ,AEEBECR65JN34YC7NEJIFAQB67TQ,AE5XN2CICXIBA4IK6F4ONOJ6TOCA,AGUZQN2LWKQXLXBJO2NRTXGV7EUA,AHWQSD5JHCOHW7JYN7F52ABQCJQA","Meghnad,Partha Dey,JAIDEV CHOUDHARY,Mayank Singh,JeneZ,chetan kamerkar,Gangadhar","R1GQJYYLCFOXJ8,ROASRYCFUFCK0,R1M63KP70YH4TU,RV26OEPPLTVTZ,RAS4252SOW901,R1EQV38U53I993,RD4X602L8KNNS"
"AHALPOEUQFGXEZR6NQ64ZI3EIYXA,AFJEOV652OA6P6CPXI6U34PC677A,AEMQXD272M5OGFOTZDB3PBM2KSWA,AHTNHTN3WQ3NHVW27TWJLRMQDG4A,AGXGWVE46AD3MXJRAA75U5VYV4VA,AEQIOSXDNEWT7VHJIRG5AVN2L7XA,AGZV3QEQWGL37PYNL6FF2FV25Z7A,AETFDFDDPV5V47KNM2ZNBXJ3BCJQ","Indro,Bhavesh Bodat,Amazon Customer,Ambalika Sarkar,Bhosale Techno Solution Pvt Ltd,Agnish Mallick,Radhika Arumugam,Krishna","R1S5FUVJK5BDKV,R10T102N4IHERO,R1QALRWVTEDXMH,R25MVXUNZDKPIY,RJ0CS41K876BR,RX87956266XU,R1HLEVV8WMVM3R,R1UBTZ9MAS7G8V"
"AEKSR7FVH2XR55S47DZZLAFA4KHQ,AH2Z4CKZS7LRJGKNN7CBOZMQ5SNA,AGZOQA4S3KYQ5XWA2NNCVAPL5NAQ,AFAI2HVZTWZTAN4VOOOMVS5H55VA,AEQ2H25C6M6LFUM7FSHRKM7MMHOA,AE562XMNDX7ZSE5LXF3ML73JYBFQ,AFVF4DJMF7VPQN73T57F4CZT2HGA,AEN6F63NGBECRWCS3ZXU6TVDF2XQ","Samar Kumar Das,Jamshed,Jitendra Prajapati,Om Parkash Gagneja,Pavitra S,Dona Sreekumar,Souryajit Swain,Shreevathsa NC","R1DSLJ58BW45MG,RZF2IS7TK6MF4,RLAJSE9228SAA,RHZFWFPW57PEH,R5V3SEBXEYTV9,R3QW79LOKH6EDA,R15LLZLNGUHHTJ,R2NS5ZCYJFF5KE"
"AFIC3QEUDEWLWIHED5B64254Q5QA,AEKAQEDPX7S73J5RW2YU5SZKTXGQ,AH5DWYIRRSDMRTEU3V224I2UCBUQ,AFIB4S4TTITWHDPKW5U3JISOCALQ,AGIE63Y7UCQUKSDR3PK6IUPRTX3A,AH62YA354G4U5AD2BG3YI5H7MXMQ,AEONKCD4VUEPQ3YEK5JMVPGLCDDQ,AHLBCSKY2R74QDIIG43AIMBG46NQ","paul,Amazon Customer,Atif,Amazon Customer,AISHWARYA,Deep,Amazon Customer,Amazon Customer","R3MQME1SHOPH91,R2NP5Z355ZHRS5,R31UEUZ7SSSMWI,R12LCASDHZOB5X,RLBAK5CT8NA03,R3RU9Y16IO9WEC,RWDHPQP1486KE,R38QX86OPW8QSV"
"AFLKEO2K6COQHU2DXPFV54VSZYDQ,AE7CRGIWRNSZMTVAHR3SWOUQVFUQ,AG67CGR3C43TNGHCXQDEHUMT5QSA,AF3ZXSDNA4OBYAYA7DKTZ6QOZOZQ,AFD5PNXQHWWDULY26SXS7SIYRG2A,AFNOEGQW7O3AHVLS6EBSUQP3VBXA,AFYHQLI23FMT3VQTHL6MTDZUMRVA,AGRKUDIXVSUQBXB2VMMCZZZ7QPPA","Santosh Verma,Saravanan,Dr Sandeep Rana,Bal singh,Ashokrajan,Anirudh,NIL,MaGe","R1P673FG5GG9AO,R3ROYQ6BV3RM5T,R3ETCBWLMH5U7J,RL03M79RJEZYY,R38671IDIYF3KV,R20KDGMHU5A66W,R1H428OSIRK1PP,RC0FSCHN4TB9A"
