review_id,product_reviews,user_id,product_id
"R2Q9OZ24DS780B,R2KHHVT2R38J1E,R17CBHX9U3VWC0,R2D87CR9APLU6W,R1EHAVJCYTK59O,R3JFH4CO9WJOXC,R2W50LBJSCGZ5O,RWXVF96DFZ856","Picture quality poor,Good,Very good product,Working fine till now,Good quality,Nice product,Nice picture quality,Nice sarvice","AGWAYDRCPJOSWY4HN36O4426WURQ,AESC2XA7GTS3MWJPWIDTYCEI2IHQ,AF6FFBO27Q2ZHS3XLEOUHWYQO54A,AEAGYWE74P5OI4Z3ORHAZICQDQRQ,AEPRC35M4Z7QIXQHVEKTQFXGRF5A,AFUZEMCPQIOHL22WG2RGLYM2K5RA,AFNCOFWA5EFVOLGS76TME4OZIVVA,AHBJBV6WJVE3MCI2KEVCYKVO5QDA",B075TJHWVC
"R1P2VLNHZAHSCU,R28B2GC0X0RMKW,RQ2S0N0NGDQVY,R19KN24ZE86FRJ,R2R1RIQO9D9HNF",#VALUE!,"AERUC72DWRPOM2EHX3YBTBPKYV7A,AHMH6RNLYI2G65HY7POX4SHBVD3Q,AEHIVP567T6DNMLNZKGOVUENP5YA,AGEE4II4FA6IYCAZ47PLZD7XRPSQ,AFE5HMMFE5Z3EJZYWVIOHHTHDTPA",B09LV13JFB
"R3RUBB6REUGTT,R281851EB9L5G6,R4ATJJVUY9JO6,R18455FQDOCS3H,RLZ80A5MC1F5G,R2DYRNTDPPD8A5,R3IFT4P8VHQGL3,R1DSJOGV3DFZK2","Best(Branded) Budget TV,A high-quality 4k Smart TV from Samsung,Received Defective,Got Replacement,Nice product but,Tv is good,Best budget tv,Value for money. Samsung is always good","AHDIDVECFGA6OQRNUBPUO6366UGQ,AFSII6HTAHTHGXERUNDOISNWZUNQ,AF64ON4HPPVD43H6PK3CHPTTYSSQ,AELNBR4H6235Y7NVYNCGNABDIDFQ,AF35OXRSRJ335IGMNW5FYCJDLHOA,AE3CFONNMANNC5QPYIAXV67EUYUQ,AHCWRQHRUAVMTMUH5NYNB3P4NWEA,AGKZVBLHK472MSGAAUABFRZL7SYQ",B092BL5DCX
"RR7JLC3VD2TBS,R3PG7SPU02XR6Z,R382LEGRZSS0UN,R1TFXCJ8YR6S8Z,R37IX8UNUF7V26,R188MKEOB6CXNH,R1WY278AMA2M2L,R1B9BGU3D96MM1","Good product, worth it,Not worthy to buy,good ok to use,Very nice product,Useless product,Very poor quality,Within 10 days of purchase the charging cable has started showing 36 hours for a full charge","AG5P7BKN4M3JH7HW64UV4Y2QZGHA,AHDAOL3TEKGCQABAYFZPBP2ZYFFA,AESBDPT5NJJQVWGWS3PL6R2QOCMA,AHNB5VMFI3KABWXMDVQWOSYUTGFA,AHSRABDEXI6YGGABA5VV6JPKXISA,AHLR63PRHYHZRWZST4RFYKDX7HBA,AGPOF37T2T45CVYABSTSCPILMNZA,AFLXEGOLHUOVKYQTGGKQHW7ROJKQ",B09VH568H7
"R13UTIA6KOF6QV,R2UGDZSGFF01K7,RHHIZ45VYU5X6,R14N9HBE5EIUY0,R2WMW096T9Y0OU,R1SHIIE6M72825,R22P6BE9DBME4F,R2TEINENXTIHT2","It is the best tv if you are getting it in 10-12k,Good price but the OS lags,GARBAGE QUALITY,Good product.,Good quality,Great experience everything is fantastic ðŸ¤ ,Super picture quality and sound quality,Awesome","AHEVOQADJSSRX7DS325HSFLMP7VQ,AG7XYZRCSKX6G2OLO7DVZWIZ3PUQ,AE2THTCCQLBIUSWPF4CPXC6GGP7Q,AHUJZOV34DFEN55QQ5XOYKVKHV6Q,AELX4DI77ZHURZTDLYFU7XMP7R6Q,AE2ODWBBOBD2SITDDIEJ644OSRFQ,AFLW4WXYQ3G6HU5LBQORDDZO3FOQ,AGGRC2P6M43GDEWCAHGYAILCSKTQ",B09HQSV46W
"R3UKHBPPXQOJ7Q,R1P646TWS98DH3,R2FXWK6LTYKG4J,R3QV31R1SXLLW8,R3FJ8OR7KJB5ZP,R1665NO7B2DXWD,R1WFNBBN36KYRH,R1LTO3BLRTV1QR","Value for Money,Costlier than the original product, works somewhat same.,Bad quality.,Ok,Product is good,Poor quality remote control,Nice product","AGYH5QJAFM2JTPYPHRVG23I23RZQ,AHPHDXV7KUK5GISJLFK33FD7NULQ,AEETUTB5Z5Y6IVW4JTMU3MXWSGWQ,AGCBAXARAYJVHBJU33KDND5FOVFA,AHNXGGCOI6LKO2LN6FMM6FCZSHEQ,AGGRPJDBEJ3LJVAGGZBCMB2FP3AA,AFS5JAP2HQ2QBKREEO3BP6BJ2QHA,AHXH52XW3RFMDWRXJ5ET2BI4XQVA",B08TZD7FQN
"R2XGDUS2ZEQO76,R1GYFU7950VBK7,R1XM35GH40FPTQ,R1P555HGXOI7HS,R2P1YCWVUVH14P,R1088Q72E1W0DN,R1DOYU0KALNQNK,ROYTJMQHK8TR","A Good Product overall and value for Money,Am not happy this product... Not completed installation... Am very dispointed this installation..,Tv not able to connect via bluetooth,Picture quality,Good tv on this price,Warranty mentioned 2 years but one year only show the card,Value for money!,Best Smart TV","AHFLHYGGLNAPDY7RTZ4NA4OFL22Q,AGXV2Y3T7XYMFK2FO267NVT45SAA,AH3JOYTPESFXSHHS4NH7Q3IUV7XA,AGDGRZRK4YI6KTKSMMU5CLNPQG5Q,AHS3SCERDRS52VXFXJPAQ4CGKGBQ,AEYK3URMJKPW7BVYYOM62ZM7VGCQ,AESHMIQQSCBU4R44OBSD2UGIZEUQ,AFUVXBNSNS67SWSMSPANIXHTHI6A",B0B21XL94T
"R3OI9NIP86EJMK,R19REKQNB6DHVK,RN8PZREKYVUCU,R7H07OI7LETQC,RFNCQH476BUID,RBRBI3TZWFXW7,R2ZR75W02IPC5C,RPUDZMSMR65WV","Nice one,Not up to the mark.,Nice product working in Asus zen pro mobile,Good product ðŸ‘ðŸ‘ðŸ‘,Working everything as expected,VERY GOOD QUALITY,Lenovo USB A to Type-C Tangle-free  Aramid fiber braided 1.2m cable with 4A Fast charging,Nice Products","AHVAHTQWBVQ564OYZLFO3ABDUUMQ,AEL2DJG4RDMKBB4U7T7FB2D4QL6A,AEZLG2GOZ4US63MFG3TTGRIOWQVQ,AH5FQ2OMFSPNFEWKR7XRHAQXYDNA,AHCWB47L2VDCBKURUGKDLNC3BLAA,AHSLVN2FXVPUVWTY5Y2GW5STS5ZA,AEU3NDBYUVLPYDRFVCIY6IPVUA7A,AFH4EKSLJGS4ZDREEEO5PLDGDWUA",B09PTT8DZF
RUB7U91HVZ30,#VALUE!,AE7CFHY23VAJT2FI4NZKKP6GS2UQ,B0B94JPY2N
"RC3ZLDRM8GA9T,RMDN4PSDM8SKK,R1YFAMDJ7P0SY3,R2WX7G1LIQSEBM,R2L4UCJ30902KF,R2MCXM8TACTRFL,R1KFS9LDEOT49N,R29FE7S1YAMO8N","Love Amazon but lg is misleading,Amazing product,Worst service from LG,Good,Simply beautiful,Satisfied with the TV,Great deal,It is quite ok","AFCWL3MX7BP2ZUDD37MEAENZDQ2A,AGGFXDLCFZMTLJJDR3ZFKEOXCFLQ,AHEBPCKZFBKQMB6FXQLRP72OG4ZQ,AF2V6W7LKARBMZQLFL44AY6KYOCA,AGGGM5HE2PLQKZV33JOD6K2TYPQQ,AG5VQTV5OVY2Q42ZQPWXTRU2PSLQ,AFZ5KWM4MSPU25YIO2CYGGSNYV6Q,AE6THY5M7QTHCQRZ6PIUENS3NY4A",B0B3XXSB1K
"R1T3IMKX5I23BL,R2ACT45S9ER36B,R3JVGT39A4NCLG,R2ZS039FIJFE2X,RUE1VX5KVXKYM,RJUMN5TQXB046,RKB470J0YGFZS,R30Z26FC4CVOIK","NOT GOOD IN DURIBILITY.,The remote lasted a grand total of one week.,Good product too early to say final word on durability,prompt delivery plus supet product,It's good.,satisfactory,Body  problems,Damaged product","AHSXEBRVZO6MAYZRN6O6ZGT6TQIQ,AE3WP33376SA5IZT4Z5P25RW5SNA,AEP577REOPX5HAMEECZZKMOYZ3OQ,AHXFU2NP5EL5BNCYY3V2BOWDYX4Q,AEPLVXU6CECEGNG6EUUSHMERYNRA,AEQ7NM325SUT6YB62ZG376GF7O7Q,AEBV2AUCTSN3QJO4LJVJ66HVYSTQ,AHCLG7MIFKVJJEAVPYJPW2OPWWEQ",B08RZ12GKR
"R1Q323BB35OP30,RJ0CSQUUWFF9W,R23OB4XMH3S9QD,R1K5FQR6CYMQAV,R3QMD6JDUGQUCI,R1R5LTMWOXI38M,R241G3F07D3OBH,R1O7BQ61DXRVWW","The metal pin is losing it's strength,Sahi h bs 44 rupe ki and dilivery charge 40,Good Charging cable,Good sturdy micro usb cable with good charging speeds,Cheapest micro USB cable in the market,boat is better than this,I bought this for 199rs best charging cable for all mobiles,Good","AF477BP57JM7Z4JD4PYB2K33R6AQ,AGTDD34Y77OB36JNYQWQDN7MHECQ,AG7POKBSWQUO4VOYD4HDWYKMMJ4Q,AFZS6H2ZFJEJHRWIJ3IYL7V6KRPA,AHCYM2ECKI2MNOIDHDG4PT6IIN6A,AECZ4IP3TBM4EUG52BZAOQV3EKIA,AH6RQDXZYKAUPNBOYC4NAZERTFOQ,AFTVETL4HGH4KRUF4NXGJUEDPBAQ",B0B4T8RSJ1
"R22OHRDXFQ2O98,RSAB4HSG5ZH9H,R3FC8NLEZ4DJ8N,R1RTOHK5EM9WPX,RFVPFUT2AVH9A,R232XWKJREFG9M,RZAZ7VZRRHLFH,R1CEPOZCGKCSWH","Vu brand superb quality,Value for price,Thik hai but android nahi hai,Good model for entry level 32"" TV need.,Good product value of Money,Great TV,The sound quality, speakers","AHQCV7O3JOMFFMD7EGIZ2NGSU6JQ,AGTB6FEDSOBJNAVZSDSY73YUVTXQ,AFHULRP4IR7O4FQKWKI266O7VZQQ,AFKYLJ2CLPR7FIWD2MBXNIER7R3A,AFJRW562LETJUBBZYVI6VZA35WPQ,AEEMPL2VIRNJTYATMFPHFSHI4IOA,AGKQQC7ST26N5VFAHMURX3R2RAJA,AFICI6GI5DCTRS6JVCYRPATIPXSQ",B0B7B9V9QP
"RDLKA670FVMKY,RZZB1IDY3USBP,R30B6VRIVHWOIP,R31A5RDIAY3O0R,R26RJ6WBBMVVXJ,R1PZ0SMCXPJO9C,R3QLX0DTF1C3J7,R23GQW7DPSVOA0","Product life ia short,Good,Waste,Value for money,Very nice product at a reasonable price. Value for money.,Good replacement cable at this price,Worst cable. Not working even after replacement. Dont buy guys Manufactured in China.,Not working","AEOHCZKNWRXT3H4Q66WMEMB672IA,AGUSIMQLSTJXNHNX4OT5KEJZO2NQ,AFLVRNJ3FWTYVR2QR7LMMAXOR2VQ,AGYNRF4LKWIYRL2EOCVDINQ62RAQ,AHUGZ3YEQ27J3KSESPRFRAKNF3LA,AGBP6M4EOJSBHZTYTH2T4BKNJ7MQ,AECZ7LYEACIXJTSOCFWLHVZLJPEA,AHOHKZ6CPYXLBXPKLZCDT7HHD6CA",B08XXVXP3J
"R20Y7L8T8S0B2V,R19O1AZBIG1F5P,R1HA5IN5GZZEKJ,R3BGLBQWLQUBW0,R2GKH9JNW12AKY,RKEC16QEHA2WT,R1A9NXDM3RASAL,R25TUXKCEEATJ0","This is a Best kodak LED,Product is Good as per the price but customer service experience is too bad,It's ok,Company doesn't provide Installation.Demand  change for it.,Good but not best,Good product ðŸ‘,Very nice,Display quality and incomplete product","AHILWO2P2PT6EKK2HS4EALRJIQ7Q,AGBF4IFXPQPS3KTL2RET4NAYKSZA,AF3WE2A3BJW3ZK2XTUU7GTQ5P2IA,AGWS7K3SXNU4RJUBPYYEVO76HULQ,AGDSPVKPPJG2FSNEYACD45GIJ7WQ,AFSG7IWPY64B6DNMUDVXYCEK4G4A,AGABMXBJYA3LSM5LIRNXL3HMHTLA,AHBNWKWV73LMUFENL6T43ZEP2ASQ",B06XGWRKYT
"R2BUNT9GM6PUP1,R2Q5VBGDJQHT1E,R1CICFI88LJ1JV,RVYACTR72CHW1,R2XM5RGIHDDR05,RJZUZ9HFCXQSD,R16G8AJOJIMF8H,R10M9KZFIDFMAD","Overall it's a good product for mobile charging.,Awesome ðŸ˜Ž,Gud data cabel....,Very good USB C TO USB C Cable .The one does not entangle to develop fold leading to cracks and cuts,Best,Rigid and high quality,Super durable,Great i have been using for 6 month","AGPOYBESW4JLTMELJLGMLV4JKJEA,AGJ2XZ2PPFHMYQ54KPSUGDLHTOIA,AEPLOFVKFHPQH4DFHKQXGKWL24NQ,AEXK3LPRGQWVMCIQZGHHJUBHHAZA,AG3J2PDHKL63SV6RT5SZKPHEJM7A,AHNO42W4KBB6YAKX3VZKVCLI67DQ,AEGCEHUVRPOYDRJHI4UJVB2XY6FA,AEQ5ZXLEZFYS2Q7GBBW6IDJTH5GQ",B07CWDX49D
"R39CZQR3ZPJ0Q7,R1XRT2636AEQEO,R2BSV4B70RKKC8,R2JBI9XCV1RU9E,RC0ZKG91JP10X,RAO17F0JUKD13,R1YWFT51T2HFXX,R2GVGI7SXLDIW9","Not how original remote works,Chinese quality,It's okay.,good one,Works great with Firestick,Substandard Copy of original at the cost of original,Pathetic,total waste product don't buy battery drain problem","AHH74UTDYQPVBMM4HEEMRAU2DNMQ,AEZYVA7F52G2DCIUPCDUKGNHJ6LA,AEZTZPXHRSWDF5D35QHDQE7QJJCA,AHR6VGN4EOF4UK4ZISINZJ4EFUTA,AEPLVJ2BAVC57LGFBTZCH2YBNJMQ,AE7BIR5NP6B6UA6DSJE23BBYJGHQ,AHEJQ5MN7YJB4A3XTDSTTZID3WKQ,AEHR3J2Y6MUL5B3J5KJNJAH24JDQ",B09TY4MSH3
"R3H4IRBX721OIC,R20KZD07FRNQKL,R1PLCFQQFJ5O5X,R15J54ID6Y9FF4,R175ZT8BC8T0GJ,R34ALRVGYAYJDY,RBKV67DDOAO0H,R34RBTS6ZN4MQ0","AmazonBasics Product,Good,Very good,Value for money product,Nice product quantity is nice connective is fast,Product,Good Quality Product,Never thought it be would this good!!","AFKKM4SXCCLJDRUQUZ6J4W7HLDYQ,AHHPWPWUPOBG2CH3CD4GHCKZP3VA,AGS3GOEZIOT6QABCS7GSKSRF6ZOA,AE2NS3LUBQ33MFLYXAFBOTZOUO5Q,AFMTLEM5MPBZOB3YBELL32ZO7W6Q,AFNCKSDO4JTIY2GAW4HZDSB5AXYQ,AHB4PR4VAIZKTQDBHC5P3IQ2B72A,AFTGBV2EOMQJUYBEV47YD4UEI24Q",B07RY2X9MP
"R2QJLRRYLEJFIO,RC2JPYCTJRIWP,R2G6GUH2R64F4D,RRKKD7U3BYBEI,R2GMM9FNW2M5Z0,R194PI32Y48S87,R2I2156P73J3YL,R10LLYRO2Z4E2G","Value for Money product.,Overall Tv is good,Good,Good performance so farâ€¦ considering the price range,Received a defective piece,Nice,TV bundled with Google ecosystem gives a extra  boost,Good product","AFXA73X6367FW6C7AQNXOTR7BZ3A,AF5B3NOBEX5PXWD4SBDB5KE7JP5A,AET2WYQTCLGU3TB7VHZHJYJ4HMWQ,AF2LCFC5G6OATXBE73BMIXC5PNHA,AFJZOVZXLGXGULVMNOYLFI5TO4GQ,AEYQETW4Z4P4AT5KURWYCVXIV6QA,AH7AIXAIDIIIIZOPOOS4T3B7UI4A,AF537NCMNYM56KBWSILNOUOEI5CA",B0B2C5MJN6
"R1S57TIOL6E20F,RIL69DS3C4JGC,R2GWGCF8S3OWCN,R1NI7YG9KNMCX2,RIQHKLJ3CV86P,R2SQH0UGZ9II5U,R5UPOXES8HS5T,R24SCGVHQZOYOA","Good Product,Nice,Customer service support information not found on box.,Value for money,Good product,Nice ðŸ‘,Best the hdmi cable,Exactly as discribed","AH34W5DLRK5DLTLP73YKFLTTKWAQ,AE7KUNNQKS6JSHH7QVFPPRKCS4BQ,AEEWMW6LV5AVBCW6OTUO2TRYKY2A,AFYNKZR2T74OJU2LN2FKK7FM5BLQ,AEE3BW7DUIDZY367EH44OKNKDJDA,AEVZZKWDBY3YYS4AKWTRMY7ILF3Q,AFSFGSG745WPTJKCZ2FOAR2DMFCA,AHFYGVFMNT5FXKSBIHW7ANUJD22Q",B0BBMGLQDW
"RKU0YNFBI9H6U,R1L56U9MGEY65D,R1RTAR9ZHEKJKA,RZ9F1LMTYQSA5,RQ6JZDYGL266A,RU423VYROXUDD,R2SX0KB6M50PZU,RWXV1G9ORG22P","Very good.,Good one. Worth Buy.,Wonderful,Amazon USB C to Micro USB : It works,Good,Laptop with only USB C ports? Buy this cable.,A must buy accessory for all MacBook M1 owners,Good quality usb c to usb b adapter cable 8 inch","AH42ECAG6LPCU22T5BYN5OXQO74A,AEW6XI52IO3H37U4WJ7TT4MQUIQQ,AGGWS4PPWKSNOVP2LLYNQK2Q7NIA,AG4GACSXM3RJ2UR3NTYNNR4YSHYA,AF7MSVVI52V27OGZ3FTE62QFWNBQ,AHQTTEDMJWGPWIEVA6T6SN2VOJ2Q,AHI3ZFOPJRASPDNKTIADQFUDLCJA,AHLHAY6IT22ZQX7BOBY6TV2PHC5A",B01LONQBDG
"RITW1G6EL12AP,R28FCAPCXM5BZJ,RQW7J1KQNV90H,R2C6HW90SHJ7B,R162NDM8UBR66B,R2SNQQV2EWNINJ,RVHDQX6TUCHG0,R2NQHRYM47YRYK","Good value for money,Good,Kodak Tv,One side of screen has blacked out,Kodak tv,Remote not working properly,Kodak TV,Kodak Tv","AESPOE5Z2FMNU577LDO7HKJCEDOA,AGMOIJFKHOE7RTSMQPHKM5AO7EPQ,AG5LV4HJ776YMIPUAONDNCHP4VKQ,AFV5EVUA4PJBMGHSXA52AUFPNYFQ,AFHFWBZJFIRZ46VUYROTK4I27C3A,AGFJLPZONY6JLPA2KQ4VNSB23XAA,AHEUTDIM7FTWKGYKMVGV5M5DK66A,AFRR3XZWCZR62FMNGFE563EFHFUA",B08XXF5V6G
"RCI40FPILZN2J,R33GJM990WL2D,R2IZDWTSBD3OJD,R18JSUF6RUDBJK,R3IYD10K0ODOFQ,R1V2IV4QBCAWUG,R92Z4OC4KIRC5,R2HY1V6QTTUTAQ","Cover is Little loose for Fire remote cover,I ordered this for colour,Pricing,Nice Product,Overpriced but good quality.,Remote stops working after 3 months,Perfect fot,Perfect size for amazon firestick","AHGRRV5SETS34URXKM5JR365ZGKA,AFLOF6ZEMEH5APN3LTRVYG5SMEXQ,AH32WM3IUL4YMUFBKPY5O5QJZZHQ,AF2HQ5JLJRRWV5B6ESXAA4NBMTRQ,AHIW4JOFXH53CL6UI7TWL62YE43A,AGJFQ2QSW3V2Y6TMPLTGTACLIH7A,AFXDPNEUR4775WNNLD5LU3EOHWQQ,AGOC7CABWR57JA3HH427FHBRJIJQ",B09HK9JH4F
"R1T3FLH3DTF6HS,R2AHAAVTJIDTY,R1N42PBKDI68TK,RR91VSJ4DDBZ6,R1TPXU0SVYZPZK,R3O12UIKHXRVOG,R2QA83CPNE21C8,RY7XGBVY0116M","Very nice and strong product,Good,Value for money,The remote is of OK quality,Good Product,Replaced item is not working ..we want to return this item as soon as possible,Good remote,Iska work","AGTN6JPEMBFO4TWE6KBORDHUBFLQ,AFGCP3XJSMEMPBXYIAUFFT67QV5A,AGEBCI52WW5TLSTSVXEQKIUJXNNQ,AEURGK5J5MME7FDPQAWLXQ3NI7KQ,AETRLUIP2W6M5SWB7NYC3MEVREZA,AENQ5OYP5QJ52IWF3GFV6YCUUERQ,AHKUL2YWYC6CI5RC4Y4XYWDU4LKA,AGOCOZTNAN37QJEUVITGZMDAJV6Q",B09MMD1FDN
"R34S7CW9IYNOUR,RI06LTB0D8TP,R1677YPJIH6H3F,R3MT3F6SGDQJH9,R385ELCSDCDIZF,R3URBXHQ9H8DAF,R27YXZVKCB0BHO,R1925KJ9EPGG39","A Good Product.,Does the job,Overpriced Item,A bit over priced,Recommended,There is not fit to my tv so that why I return it,Nice product,Not worth !","AFSQ45FBSMOSSRWIPLZFD7UKF6SQ,AEXEH7MY5BLDF6JHEMFGCJFI7GAQ,AG2AMJAUILIEJBYCIPJKKPED66RA,AGGJ3PSUJFRST35YO4YJEXGNAYUA,AG54CPQ6JMC6VNF5AIYM2PF6TOKQ,AHLZ4BAUP3UWCSJILDJRFZTUIHNA,AE6WKGXVWOEVM65BYKLOK56G2UVQ,AHRSILXKLF25Q42JTRAEXSLQFKQQ",B09HN7LD5L
"R15DQIQZ16IEL9,R3OT3GHKN7033E,R3B1OFFST3XKYU,RBB31LE5QA4LE",#VALUE!,"AGJUSTWREQRCTY3KJHDL6I2MZDTA,AEHIS3XIFCPQPLDPWVW2LYQDI5FA,AE4QKV65VW3ZO4ZOHL6GVNGFQ53Q,AHPJLEHK52YTIPKAN63FJGMGACEA",B0BNDD9TN6
"R1HIYUVKS08YJP,RBC057ZTXOL5Y,R24VKY63J20SM0,R16UAQV9SOCSE,R23HQTXGR1DOIL,RZFMNMJ8EIG87,R2VYVQSV2YFY0T,R2SW6YDVZ9T4O8","Nice,à¤¸à¤¾à¤¨à¤¦à¤¾à¤° à¤¹à¥ˆ,Received damaged product,Good quality product,It's very good.,101% fake lava usb,Average product,Costless","AFYOI4QB47I7I4QHNU3PF6ZZCAEA,AECSYXIFB6BFWLLNK6ZEL322DPJQ,AHKFVSIKREMFQWP77YNTYVY6ISVQ,AFVFESCSU53NQCSYPCN3XRE66MIQ,AGIILTCR7DSBPR6GQC54KSRZ6P7A,AGNPYOMLPA6EEFLNFQ6ZZCP3RGXA,AFEYG7JVPH4TT6RU4PT7JJBT5HUA,AFXP7JLR5C35B6IL2IVYWYDMNZVQ",B0941392C8
"R2DIHMHOPYEASB,R24RHE9B30YXWQ,R3DYXQZQA6PPHM,R2458DMQ9C2Z4F,R36C67830VNHAA,R2GE3ZI47UVVO,R1XMBPKJ1QP1Q9,R1L6PX82T6UT6P","Cheap product and same is the performance but does the job,Good,No Box!!!,Good,Value for money,A very good quality cable with rubust built, and it does the work.,Value money","AGVUE2NFN2MQEOQ4PR525B2ZI5PQ,AFO4M4BQ2WS7A3LPKJY45B5C7DYQ,AG6CREU25N6P2H7RCHNIU6GGJ5BA,AHFITGJEF76CXALJZLYP6OIC4EOA,AG54MN24SX3EMMON4AMBUNL74K3Q,AF3GETWWBGMLASY2KKNNBS2VO6DQ,AHEIPXMFMVWHNPLGUXUIV5XNP2SA,AFWQRBBVJWYTYUFQHUJE63S6VXJQ",B01M5967SY
"R2Q04IXOK0RA34,R2GRUN8Y7IDUPT,R1X7VRLKNOLTGJ,R351RRLG83JZDV,R18W7JDXECM6J5,RPU9M945SJ641,RTYY30I8B4PS4","Ok,Excellent product, must buy,Nice,Good product..i got this product rs 170,Good,Good Product. 5Meter cable. Purchase at 175.,Good product & service","AG6BJSKUOVW6DOSEHJ6OLIDCO5MA,AHW46EWYPFF2DEN5KWQJXNSBGF2A,AF6NCPZJVBXRJBUQIDXQTKRIYDOA,AFN75IAOL4G6LP2VICS6ZGRV34SA,AGTAB4DQVASRJVC7NHMWVEIT3SMA,AEBEAFP5OFFPDEF73JDC2QJUU6YQ,AECKQLXBHYEZN76LUT45XCGPGUHQ",B016MDK4F4
"R34OST6S1F8457,R6Z0QUUTZU58T,R3QNKPNSUIZP59,R3R9Y258UAOCTI,R2NB1AHZCTD44B,R1IPFAF5DDZQ57,R2WSQL1YCAREKS,RCDYRGDMI1WOA","Thank you,Satisfying product,Keeps disconnecting,Very nice product essy to use,Very nice,Nice and compatible product,Good,Solid product hai","AFWESPH2F54JGI3PJYU2NINBVCAQ,AEL2MRRMDYHQPWWAOIPUDDKZPI5A,AGOQL3YF6UXVBS7ED52R33WT2V4A,AHIO55R3HT4HKDOPYPNIDKDONGHQ,AEJGQGJN3LJ3HSID37QXUVSEJ2JQ,AEB67NVL2DZCG3IKQOWI3752NDVA,AGCFDQLGMBIDSFCUH4A32DFOAXMA,AFWR2F4YGS3OG3JB6U64BDM3ELAQ",B08G43CCLC
"R111DGF0O8W1N8,R1GA29NLMK5T1,R1RAVFTKKIOGQ6,R12RIAF7LEVYRN,R1TK93TBAVEFG6,R2VED6OCTD3DK8,R3K8JF3L64IV9B,R3T6IUBAYZZ3KO","Good product,Good,  work fine,Thickness of cable to be reduced.,Morho,This product is very good.,original product,USB ke pass or mjbuti Dena chahiye","AHCVVEWW2RUKPIMC63N6LXF2DQJQ,AFATPF5UULFKGVJINQIBWJEXL3ZQ,AECJOC7KZPYXOULLW43TTOMQJCPA,AGHWV3HO2KMHJ57FQWMB44DPA3CQ,AESMUJJJV2I6NQ4OMHYNLTW7H3PA,AFKUMZJL5723MB5JTWMAOVXHVXFA,AHHGYTDS6KX64NEIGKWHCG7ZNDCQ,AFH4LWW2SJ3GJZ36UGIO5CSYNQUQ",B0B61GCHC1
"R2BR9VTFE775OW,R3V8S6MZGP7QAL,R1OQW9NGBM2EHB,R2H6STN8H1XVSE,RZNEIL92FFGTT,R2JLX4OWIAT035,R354OSXK2IT8BE,R15U5TQNV1VY4A","Sturdy,Super,Working good,Always go for quality,Not suitable for 4k,I do not want this product,Working wellðŸ‘,Excellent one. Worth buying","AGT2U62GEVEA2CAXYALEPKOKBLAQ,AHQ5G6EGXY74B4KQMOZP3VR27OEQ,AGBM6XWLSNKT4IOFPFVWRDJLA5SA,AENSBNWSX3CB2UXZ3NFNR3PADA3Q,AFCHMGFUXDLPXOASREGJC7GTZZHQ,AGIKKX3BWXFOK7ELFIHSH2UH6NYQ,AGPIXFD7PBE4NDKHEUNQ4FBFT4LQ,AFVSDNS5AEWGUFPXMZO5ZUOYOVFQ",B07RX14W1Q
"R1UFECRZY2H7ZR,R2L3OQHBC45T2X,R2IX8LIBU6MKPB,R35OUWDVRQF8R5,RHRVKXM6JJBX7,R1O89JBSE4EPL4,R364RHY5PGIWWH,R1EL7KUX3CVDVU","Kodak tv,Kodak tv,Kodak tv,Very less features to control or configure picture, sound or other key features through remote.,Excellent,Kodak 32inh,Kodak tv","AH7535IQDY5KVV2I6ASNOZJC4KAA,AHP5TFGAPXAL6K7M7LXIZUC2QMAQ,AGE4EHGVL2UE25LAURR7KYET2ZEQ,AHDAZJHREN222RBVCN5TTXZFFUKQ,AFHMLCTD3ZAK65UCZUDGPLMVRE5Q,AEHBFH46VYKCD4FWZ3AQ5GFSSILQ,AF7NGHQSFHIKMD3KTJGPRZ2SC3GA,AHX44XKUX5DHSXDUZBLZCC5SDUOQ",B09PLD9TCD
"R122PZXYO9V78,RUTL2J228W4N,R3CNU5WSZQK21Z,R11LLDBWK3KHUS,R2J3E39AIHUX3U,RZQQP8IHS7A65,R21GEGH10XV0ZL,R2Z5OEPE3ETYSP","Concept is great but not at all value for money,Good product,You go for it,Perfect,Value for money but little bit expensive,Product is very useful, but very costly.,Nice but a little bit weak","AFRFZ7MZMMLKCQJ726M5IWMCUUKA,AHAOEIGBCS2SYKYY2ICAPLIYOGPQ,AE5IZ2UOEQTGU5LA3MHBKWIGQ2GQ,AHJOQPAW3DZ6NX2UWUY2X7BXV3KQ,AFB6MZQQWWOGIDPMRFWMIS6KH2KA,AEQ3IH2E5DAMIRDUFHOTNIEWL23Q,AGQC6MGGRXLF2V7XAYSUI2D26GVQ,AHRPVGGGZJZFR2WRX3YOTB2FI7GQ",B0B8ZKWGKD
